"SITE","SITECODE","SITENUM","TREAT","SPP","DBH_SUM","CAN_AV","BROWSE_INDEX","UND","CLUMP","STEM_COUNT","QUADRANT","TYPE"
"STEESE","17_3",17,3,"POTR",0.3,90,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",2.4,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.5,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"SALIX",0.4,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"SALIX",0.3,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",1.2,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.7,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"SALIX",0.9,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.3,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"SALIX",0.2,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",1.1,100,1,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",4.7,70,0.5,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","17_3",17,3,"PIME",1.1,100,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.5,60,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.2,90,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.1,50,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.3,80,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.1,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"POTR",0.4,60,1,"CHAN","IND",1,2,"SAPLING"
"STEESE","17_3",17,3,"SALIX",0.4,70,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","17_3",17,3,"SALIX",0.2,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"ARCT",1.9,100,0,"LEGR","CLUMP",8,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.3,95,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.2,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",2.1,92.5,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.8,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",3.1,92.5,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",3.3,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.8,95,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",3.3,92.5,0.5,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.8,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.7,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.7,82.5,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",1.8,90,0.25,"EQAR","CLUMP",4,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.2,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",2,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.4,50,0.5,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",1.7,92.5,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",2.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.7,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.8,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.3,90,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",2.1,95,0.33,"EQAR","CLUMP",3,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.8,96.66666667,0,"EQAR","CLUMP",3,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",3.6,75,0.4,"EQAR","CLUMP",5,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.8,95,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.6,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",2.4,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.2,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.9,90,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.8,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",1,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.5,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.3,100,1,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.1,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.4,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.6,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.4,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",2.8,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.4,95,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.3,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.7,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.2,90,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.5,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.9,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.9,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",2.2,95,0,"EQSC","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.6,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.2,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.3,85,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.1,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.3,95,0,"GRASS","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",2.7,96.66666667,0,"LITTER","CLUMP",3,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.8,95,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",2,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.1,90,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.3,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",1.1,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",4.7,100,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",1.1,46.25,0.5,"VAUL","CLUMP",4,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",3,97.5,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.5,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.3,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.1,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.3,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.7,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.7,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",4.2,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.3,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.2,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.2,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.1,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.3,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",3.4,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",0.3,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",1.7,92.5,0,"EQAR","CLUMP",2,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",0.3,95,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"POTR",2.5,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","25_3",25,3,"SALIX",1.3,93.33333333,0,"EQAR","CLUMP",3,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",0.5,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",0.6,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",0.9,90,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",14.7,76.25,0.38,"VAUL","CLUMP",8,2,"SAPLING"
"STEESE","35_3",35,3,"PIME",1.4,100,1,"VAUL","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",0.6,100,0,"LEGR","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",16.3,60.71428571,0.93,"VAUL","CLUMP",14,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",1,95,0,"LEGR","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",8.9,77.14285714,0.57,"LITTER","CLUMP",7,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",0.4,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",0.7,80,0,"EQSC","CLUMP",2,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",2,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",7.7,73,0,"EQSC","CLUMP",5,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",7.5,66,0.2,"CHAN","CLUMP",5,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",9.6,69,0,"LEGR","CLUMP",5,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",26.2,87.94117647,0.65,"LEGR","CLUMP",17,2,"SAPLING"
"STEESE","35_3",35,3,"ARCT",7.2,64.73684211,0.05,"LEGR","CLUMP",19,2,"SAPLING"
"STEESE","35_3",35,3,"ARCT",3.3,95.55555556,0,"LITTER","CLUMP",9,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",6.6,61.66666667,0.67,"EQSC","CLUMP",3,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",1.7,95,1,"VAUL","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"ARCT",3.2,40,0,"MOSS","CLUMP",4,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",1.3,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"ALCR",1.8,95,0,"LEGR","CLUMP",2,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",1.5,95,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",1.5,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",0.3,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",2.3,90,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",0.4,95,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",2.3,95,1,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",3.7,94,0.2,"EQSC","CLUMP",5,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",2.7,100,1,"MOSS","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",0.7,90,1,"CHAN","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"POBA",2.3,95,1,"VAUL","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",1.8,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"BENE",0.5,95,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"ARCT",1.1,55,0,"VAUL","CLUMP",6,2,"SAPLING"
"STEESE","35_3",35,3,"POTR",0.3,95,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",2.8,100,0,"LEGR","CLUMP",2,2,"SAPLING"
"STEESE","35_3",35,3,"SALIX",2.4,86.66666667,0,"LEGR","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2.7,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",3.3,92.5,0.5,"MOSS","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",6.4,98,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2.9,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.6,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.7,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",7.5,100,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2.6,90,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",4.5,95,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.3,90,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",5.1,100,1,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",4.9,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",4.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0.5,"EQSC","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.9,100,0,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,1,"EQSC","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.5,97.5,0,"EQSC","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"EQAR","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"BENE",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.7,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.4,100,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1,97.5,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.1,95,0.5,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.8,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.8,90,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.9,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",3.1,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.3,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.4,97.5,0.5,"LICHEN","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LICHEN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.3,95,0.5,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,95,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.7,100,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",2,96.66666667,0.33,"LITTER","CLUMP",3,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.9,97.5,0,"CHAN","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.9,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",1.7,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",5.7,95,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.8,95,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.6,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"CHAN","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.5,95,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"POTR",2,100,0,"MOSS","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",1.1,97.5,0,"LITTER","CLUMP",2,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.2,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.4,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.9,85,1,"LITTER","IND",1,2,"SAPLING"
"STEESE","24_3",24,3,"SALIX",0.1,100,0,"LICHEN","IND",1,2,"SAPLING"
